timestamp_utc,chi_amplitude,phase_radians,storm_phase,density_p_cm3,speed_km_s,bz_nT,bt_nT,source,chi_at_boundary,chi_violation,chi_status
2026-01-17 19:24:00.000,0.15,0.5236,pre,0.6,677.7,3.76,147.14,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 19:33:00.000,0.15,0.9163,pre,1.98,744.8,3.26,154.81,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 19:46:00.000,0.15,1.4835,pre,0.76,692.1,1.49,156.02,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 19:52:00.000,0.15,1.7453,pre,0.65,656.2,-1.59,162.17,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 20:00:00.000,0.15,2.0944,pre,1.0,689.3,1.42,166.95,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 20:05:00.000,0.15,2.3126,pre,0.88,740.4,5.08,147.17,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 20:12:00.000,0.15,2.618,pre,0.15,671.4,-1.05,160.58,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 20:26:00.000,0.15,3.2289,pre,0.21,677.1,0.68,157.3,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 20:36:00.000,0.15,3.6652,pre,,,1.78,138.84,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 20:44:00.000,0.15,4.0143,pre,0.37,708.1,-4.23,164.92,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 20:51:00.000,0.15,4.3197,pre,0.62,671.0,-1.8,168.31,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 20:57:00.000,0.15,4.5815,pre,0.25,686.4,1.9,144.67,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 21:04:00.000,0.15,4.8869,pre,0.11,685.6,-0.62,139.38,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 21:06:00.000,0.15,4.9742,pre,0.61,660.7,-0.35,156.45,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 21:11:00.000,0.15,5.1924,pre,0.3,693.4,-5.67,195.02,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 21:18:00.000,0.15,5.4978,pre,0.43,684.8,-3.48,175.06,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 21:29:00.000,0.15,5.9778,pre,1.22,713.1,-5.65,170.57,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 21:36:00.000,0.15,0.0,pre,0.13,673.1,-3.5,146.82,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 21:43:00.000,0.15,0.3054,pre,0.03,617.7,-4.92,167.5,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 21:49:00.000,0.15,0.5672,pre,0.26,658.7,-1.28,176.63,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 21:54:00.000,0.15,0.7854,pre,0.27,689.0,-0.81,166.9,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 22:05:00.000,0.15,1.2654,pre,0.14,641.5,,,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 22:13:00.000,0.15,1.6144,pre,0.08,715.5,,,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 22:17:00.000,0.15,1.789,pre,0.23,732.9,,,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 22:29:00.000,0.15,2.3126,pre,1.25,686.6,,,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 22:39:00.000,0.15,2.7489,pre,0.53,632.3,,,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 22:47:00.000,0.15,3.098,pre,0.27,685.6,,,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 22:53:00.000,0.15,3.3598,pre,0.37,697.4,,,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 23:03:00.000,0.15,3.7961,pre,0.87,706.1,,,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 23:05:00.000,0.15,3.8834,pre,0.72,673.0,,,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 23:12:00.000,0.15,4.1888,pre,0.25,696.9,,,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 23:13:00.000,0.15,4.2324,pre,0.39,670.8,,,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 23:25:00.000,0.15,4.756,pre,1.51,668.9,,,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 23:43:00.000,0.15,5.5414,pre,1.29,681.5,,,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 23:47:00.000,0.15,5.716,pre,1.07,662.1,,,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-17 23:56:00.000,0.15,6.1087,pre,1.26,697.1,4.07,124.36,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 00:37:00.000,0.15,1.6144,pre,2.23,702.0,4.89,137.42,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 00:41:00.000,0.15,1.789,pre,1.72,673.7,4.84,139.37,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 01:11:00.000,0.15,3.098,pre,0.54,680.0,0.92,135.62,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 01:35:00.000,0.15,4.1452,pre,0.26,699.8,0.74,136.09,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 01:41:00.000,0.15,4.407,pre,1.03,655.0,1.17,137.41,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 01:54:00.000,0.15,4.9742,pre,0.15,699.1,1.26,135.87,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 02:51:00.000,0.15,1.1781,pre,0.32,690.9,0.01,115.74,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 02:53:00.000,0.15,1.2654,pre,0.6,664.2,3.29,145.73,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 03:27:00.000,0.15,2.7489,pre,0.11,624.9,-3.67,114.46,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 03:36:00.000,0.15,3.1416,pre,2.48,675.6,4.73,123.52,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 03:41:00.000,0.15,3.3598,pre,1.82,670.1,4.01,119.47,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 03:57:00.000,0.15,4.0579,pre,0.97,655.2,1.23,126.68,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 04:21:00.000,0.15,5.1051,pre,2.36,646.5,3.35,149.52,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 04:23:00.000,0.15,5.1924,pre,1.23,639.7,1.96,147.85,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 04:26:00.000,0.15,5.3233,pre,1.44,653.1,4.87,147.26,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 04:42:00.000,0.15,6.0214,pre,0.39,687.1,-1.18,117.7,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 04:55:00.000,0.15,0.3054,pre,1.0,656.3,1.82,127.31,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 05:07:00.000,0.15,0.829,pre,1.39,654.0,2.22,140.9,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 05:14:00.000,0.15,1.1345,pre,0.87,629.1,-1.92,155.91,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 05:20:00.000,0.15,1.3963,pre,0.8,663.3,1.25,133.41,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 05:34:00.000,0.15,2.0071,pre,1.55,623.1,3.26,145.58,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 05:44:00.000,0.15,2.4435,pre,1.9,653.2,3.13,122.56,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 05:51:00.000,0.15,2.7489,pre,1.13,628.7,0.27,127.68,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 05:58:00.000,0.15,3.0543,pre,0.99,634.5,1.42,128.93,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 06:05:00.000,0.15,3.3598,pre,1.36,621.1,2.34,139.11,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 06:24:00.000,0.15,4.1888,pre,1.56,618.6,2.46,131.88,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 06:42:00.000,0.15,4.9742,pre,0.59,620.1,-0.57,130.89,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 06:53:00.000,0.15,5.4542,pre,0.93,603.0,1.1,141.43,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 07:03:00.000,0.15,5.8905,pre,0.86,588.9,0.02,153.62,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 07:12:00.000,0.15,0.0,pre,0.83,605.2,1.07,146.14,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 07:14:00.000,0.15,0.0873,pre,1.23,599.7,0.96,135.9,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 08:13:00.000,0.15,2.6616,pre,1.52,573.6,0.31,162.63,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 08:23:00.000,0.15,3.098,pre,0.59,562.9,1.31,158.86,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 08:35:00.000,0.15,3.6216,pre,0.84,567.6,-1.01,168.52,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 08:46:00.000,0.15,4.1015,pre,1.26,576.2,-2.57,176.47,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 08:55:00.000,0.15,4.4942,pre,1.34,585.6,2.42,139.02,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 09:07:00.000,0.15,5.0178,pre,0.27,546.7,0.84,150.08,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 09:12:00.000,0.15,5.236,pre,0.94,573.2,0.55,150.41,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 09:18:00.000,0.15,5.4978,pre,0.56,559.0,0.5,154.33,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 09:31:00.000,0.15,6.065,pre,0.25,570.9,-2.21,157.56,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 09:41:00.000,0.15,0.2182,pre,0.1,550.3,-5.09,170.36,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 09:48:00.000,0.15,0.5236,pre,0.7,553.5,0.03,164.12,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 09:52:00.000,0.15,0.6981,pre,1.52,571.9,-2.25,172.91,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 10:02:00.000,0.15,1.1345,pre,1.07,551.0,-0.06,172.21,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 10:11:00.000,0.15,1.5272,pre,1.02,566.4,-1.56,169.4,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 10:15:00.000,0.15,1.7017,pre,1.86,564.7,-1.46,174.74,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 10:27:00.000,0.15,2.2253,pre,1.16,590.1,-2.46,153.13,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 10:38:00.000,0.15,2.7053,pre,2.06,576.4,1.97,147.22,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 10:47:00.000,0.15,3.098,pre,0.16,559.4,-1.37,138.2,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 10:53:00.000,0.15,3.3598,pre,0.33,540.4,-1.25,154.15,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 11:02:00.000,0.15,3.7525,pre,0.73,562.8,-0.57,149.69,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 11:11:00.000,0.15,4.1452,pre,0.5,567.6,-0.62,154.43,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 11:23:00.000,0.15,4.6688,pre,0.16,619.0,-2.17,141.54,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 11:30:00.000,0.15,4.9742,pre,,,-0.59,148.28,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 11:38:00.000,0.15,5.3233,pre,0.61,573.9,0.01,134.51,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 11:44:00.000,0.15,5.5851,pre,0.43,568.5,-0.15,145.86,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 11:51:00.000,0.15,5.8905,pre,0.43,568.7,-1.4,162.72,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 11:57:00.000,0.15,6.1523,pre,0.75,571.7,0.61,165.91,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 12:12:00.000,0.15,0.5236,pre,0.91,565.8,-1.06,167.01,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 12:13:00.000,0.15,0.5672,pre,0.56,549.0,-2.08,172.68,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 12:28:00.000,0.15,1.2217,pre,0.63,536.3,-1.4,187.59,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 12:48:00.000,0.15,2.0944,pre,0.85,563.1,0.79,126.95,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 13:03:00.000,0.15,2.7489,pre,0.71,545.9,0.92,150.79,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 13:16:00.000,0.15,3.3161,pre,1.14,552.5,0.7,147.69,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 13:19:00.000,0.15,3.447,pre,0.56,538.8,0.54,147.57,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 13:33:00.000,0.15,4.0579,pre,0.98,538.9,0.37,152.22,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 13:44:00.000,0.15,4.5379,pre,0.84,564.1,-0.3,148.42,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 13:51:00.000,0.15,4.8433,pre,0.57,528.7,-0.94,153.46,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 13:58:00.000,0.15,5.1487,pre,0.27,513.0,-0.79,176.82,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 14:06:00.000,0.15,5.4978,pre,0.79,528.5,-2.34,191.74,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 14:13:00.000,0.15,5.8032,pre,1.11,528.7,-1.96,210.03,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 14:19:00.000,0.15,6.065,pre,0.26,587.3,-3.97,175.51,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 14:29:00.000,0.15,0.2182,pre,0.3,599.6,-4.99,173.84,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 14:38:00.000,0.139,0.6109,pre,0.08,481.6,-2.35,185.28,ACE/DSCOVR,0,0,BELOW
2026-01-18 14:46:00.000,0.15,0.9599,pre,0.67,533.6,-3.14,211.81,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 14:52:00.000,0.15,1.2217,pre,1.27,540.8,-3.3,210.84,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 14:58:00.000,0.15,1.4835,pre,0.17,587.8,-4.8,199.59,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 15:09:00.000,0.15,1.9635,pre,0.5,533.8,-4.47,205.67,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 15:12:00.000,0.1465,2.0944,pre,0.17,499.6,-3.31,192.64,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 15:22:00.000,0.15,2.5307,pre,0.43,514.1,0.39,155.62,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 15:31:00.000,0.1485,2.9234,pre,0.45,504.3,1.27,153.11,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 15:40:00.000,0.145,3.3161,pre,0.06,496.1,0.63,165.26,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 15:46:00.000,0.1466,3.5779,pre,0.06,499.9,2.81,141.9,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 15:55:00.000,0.15,3.9706,pre,0.09,582.8,-1.41,154.13,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 16:05:00.000,0.15,4.407,pre,0.19,536.8,-0.11,158.85,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 16:12:00.000,0.15,4.7124,pre,0.08,561.9,-3.35,173.01,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 16:14:00.000,0.15,4.7997,pre,0.12,593.0,-3.87,171.31,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 16:31:00.000,0.15,5.5414,pre,0.1,511.8,-0.91,164.45,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 16:42:00.000,0.15,6.0214,pre,0.08,568.5,-1.71,168.77,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 16:50:00.000,0.1445,0.0873,pre,0.04,494.8,-1.69,168.85,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 16:54:00.000,0.15,0.2618,pre,0.09,570.2,-1.65,169.09,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 17:06:00.000,0.15,0.7854,pre,0.1,549.4,-1.37,167.64,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 17:11:00.000,0.15,1.0036,pre,0.07,538.8,-0.71,168.38,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 17:17:00.000,0.1344,1.2654,pre,0.05,470.5,-0.78,175.91,ACE/DSCOVR,0,0,BELOW
2026-01-18 17:27:00.000,0.1306,1.7017,pre,0.06,461.4,-2.45,188.29,ACE/DSCOVR,0,0,BELOW
2026-01-18 17:37:00.000,0.1414,2.138,pre,0.27,487.3,-3.17,195.09,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 17:45:00.000,0.1299,2.4871,pre,0.1,459.8,-2.47,189.45,ACE/DSCOVR,0,0,BELOW
2026-01-18 17:51:00.000,0.1334,2.7489,pre,0.13,468.1,-2.62,193.55,ACE/DSCOVR,0,0,BELOW
2026-01-18 18:00:00.000,0.15,3.1416,pre,0.13,561.5,-5.13,156.06,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 18:08:00.000,0.15,3.4907,pre,0.08,568.0,-5.23,161.7,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 18:10:00.000,0.1451,3.5779,pre,0.04,496.2,-5.04,164.39,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 18:13:00.000,0.15,3.7088,pre,0.21,555.8,-4.53,172.02,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 18:24:00.000,0.137,4.1888,pre,0.03,476.7,-3.71,183.08,ACE/DSCOVR,0,0,BELOW
2026-01-18 18:39:00.000,0.1375,4.8433,pre,0.05,478.0,-3.98,190.74,ACE/DSCOVR,0,0,BELOW
2026-01-18 18:50:00.000,0.15,5.3233,pre,0.12,515.2,-6.87,199.48,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 18:56:00.000,0.15,5.5851,pre,0.23,529.8,-5.78,202.2,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 19:05:00.000,0.15,5.9778,pre,0.2,538.0,-6.3,190.56,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 19:06:00.000,0.15,6.0214,pre,,,-5.95,197.77,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 19:11:00.000,0.15,6.2396,pre,0.1,511.9,-5.19,200.05,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 19:18:00.000,0.1403,0.2618,pre,0.1,484.7,-7.01,178.04,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 19:25:00.000,0.15,0.5672,pre,0.17,557.3,-5.54,184.89,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 19:34:00.000,0.1194,0.9599,post-storm,0.22,463.1,,,ACE/DSCOVR,0,0,BELOW
2026-01-18 19:39:00.000,0.126,1.1781,pre,0.04,450.3,-2.68,193.82,ACE/DSCOVR,0,0,BELOW
2026-01-18 19:47:00.000,0.1445,1.5272,pre,0.14,494.7,-3.6,197.26,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 19:53:00.000,0.1303,1.789,pre,0.04,460.8,-2.16,188.85,ACE/DSCOVR,0,0,BELOW
2026-01-18 20:01:00.000,0.1496,2.138,pre,0.74,507.1,-5.18,200.19,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 20:07:00.000,0.1333,2.3998,pre,0.14,467.8,-2.95,198.95,ACE/DSCOVR,0,0,BELOW
2026-01-18 20:12:00.000,0.1364,2.618,pre,0.17,475.3,-3.15,201.32,ACE/DSCOVR,0,0,BELOW
2026-01-18 20:12:00.000,0.1364,2.618,pre,0.17,475.3,-4.0,201.1,ACE/DSCOVR,0,0,BELOW
2026-01-18 20:27:00.000,0.1382,3.2725,pre,0.36,479.7,-3.88,203.65,ACE/DSCOVR,0,0,BELOW
2026-01-18 20:38:00.000,0.1402,3.7525,pre,0.37,484.4,-3.9,212.69,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 20:45:00.000,0.1374,4.0579,pre,0.19,477.7,-4.56,194.6,ACE/DSCOVR,0,0,BELOW
2026-01-18 20:53:00.000,0.15,4.407,pre,0.1,533.8,-3.83,189.3,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 21:00:00.000,0.1461,4.7124,pre,0.31,498.7,-5.18,221.79,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 21:05:00.000,0.15,4.9306,pre,0.28,519.2,-4.83,230.99,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 21:10:00.000,0.1485,5.1487,pre,0.49,504.4,-4.53,230.97,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 21:13:00.000,0.1408,5.2796,pre,0.38,485.8,-4.1,220.79,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 21:21:00.000,0.15,5.6287,pre,0.16,531.8,-5.82,176.42,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 21:30:00.000,0.1466,6.0214,pre,0.28,499.8,-4.85,172.11,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 21:38:00.000,0.1384,0.0873,pre,0.86,480.1,-4.69,202.61,ACE/DSCOVR,0,0,BELOW
2026-01-18 21:45:00.000,0.143,0.3927,pre,0.37,491.2,-4.34,203.51,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 21:50:00.000,0.1483,0.6109,pre,0.3,504.0,-3.98,209.24,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 21:58:00.000,0.1406,0.9599,pre,0.13,485.5,-2.56,210.11,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 22:07:00.000,0.1394,1.3526,pre,0.99,482.5,-4.1,199.27,ACE/DSCOVR,0,0,BELOW
2026-01-18 22:11:00.000,0.15,1.5272,pre,0.08,562.8,-5.18,188.06,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 22:20:00.000,0.1406,1.9199,pre,0.16,485.5,-4.83,196.72,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 22:32:00.000,0.1366,2.4435,pre,0.06,475.8,-5.29,202.3,ACE/DSCOVR,0,0,BELOW
2026-01-18 22:40:00.000,0.1409,2.7925,pre,0.4,486.1,-4.11,192.01,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 22:49:00.000,0.15,3.1852,pre,0.1,514.3,-5.67,195.24,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 22:56:00.000,0.15,3.4907,pre,0.12,522.0,-5.52,165.83,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 23:05:00.000,0.15,3.8834,pre,0.12,522.6,,,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 23:12:00.000,0.1372,4.1888,pre,0.09,477.2,-3.37,181.83,ACE/DSCOVR,0,0,BELOW
2026-01-18 23:15:00.000,0.1275,4.3197,pre,0.08,453.9,-4.36,207.27,ACE/DSCOVR,0,0,BELOW
2026-01-18 23:27:00.000,0.1364,4.8433,pre,0.43,475.4,-4.34,206.62,ACE/DSCOVR,0,0,BELOW
2026-01-18 23:37:00.000,0.15,5.2796,pre,0.17,522.9,-4.41,181.08,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 23:44:00.000,0.15,5.5851,pre,0.06,531.2,-3.39,163.91,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 23:50:00.000,0.15,5.8469,pre,0.18,517.7,-3.75,157.86,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-18 23:57:00.000,0.1422,6.1523,pre,0.18,489.2,-3.61,187.72,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-19 00:34:00.000,0.1244,1.4835,pre,0.02,446.5,-1.69,158.18,ACE/DSCOVR,0,0,BELOW
2026-01-19 00:41:00.000,0.1431,1.789,pre,0.05,491.4,-0.71,148.97,ACE/DSCOVR,1,0,AT_BOUNDARY
2026-01-19 01:10:00.000,0.1317,3.0543,pre,0.99,464.0,2.74,155.28,ACE/DSCOVR,0,0,BELOW
2026-01-19 01:36:00.000,0.1305,4.1888,pre,1.56,461.3,3.45,146.85,ACE/DSCOVR,0,0,BELOW
2026-01-19 01:41:00.000,0.1289,4.407,pre,1.88,457.3,3.84,157.01,ACE/DSCOVR,0,0,BELOW
2026-01-19 01:54:00.000,0.1308,4.9742,pre,2.22,462.0,4.98,156.45,ACE/DSCOVR,0,0,BELOW
2026-01-19 02:50:00.000,0.113,1.1345,pre,0.04,419.1,-0.99,163.2,ACE/DSCOVR,0,0,BELOW
2026-01-19 02:52:00.000,0.1157,1.2217,pre,0.02,425.7,-0.57,159.5,ACE/DSCOVR,0,0,BELOW
2026-01-19 03:26:00.000,0.119,2.7053,pre,0.02,433.7,-0.66,158.49,ACE/DSCOVR,0,0,BELOW
2026-01-19 03:38:00.000,0.1207,3.2289,pre,1.53,437.8,1.73,176.56,ACE/DSCOVR,0,0,BELOW
2026-01-19 03:42:00.000,0.12,3.4034,pre,0.93,435.9,1.46,169.62,ACE/DSCOVR,0,0,BELOW
2026-01-19 04:00:00.000,0.1191,4.1888,pre,0.32,433.8,0.98,162.82,ACE/DSCOVR,0,0,BELOW
2026-01-19 04:51:00.000,0.1232,0.1309,pre,2.51,443.6,4.74,186.38,ACE/DSCOVR,0,0,BELOW
2026-01-19 05:06:00.000,0.1207,0.7854,pre,2.78,437.6,3.21,187.45,ACE/DSCOVR,0,0,BELOW
2026-01-19 05:17:00.000,0.1185,1.2654,pre,1.67,432.4,-0.39,176.9,ACE/DSCOVR,0,0,BELOW
2026-01-19 05:21:00.000,0.1137,1.4399,pre,0.25,421.0,0.96,188.55,ACE/DSCOVR,0,0,BELOW
2026-01-19 05:38:00.000,0.1172,2.1817,pre,1.44,429.4,1.26,192.51,ACE/DSCOVR,0,0,BELOW
2026-01-19 05:52:00.000,0.1179,2.7925,pre,2.23,431.0,0.9,182.03,ACE/DSCOVR,0,0,BELOW
2026-01-19 06:05:00.000,0.115,3.3598,pre,0.34,424.0,0.19,164.46,ACE/DSCOVR,0,0,BELOW
2026-01-19 06:13:00.000,0.1165,3.7088,pre,1.79,427.7,2.11,175.69,ACE/DSCOVR,0,0,BELOW
